,id,artwork_name,artist_full_name,artist_first_name,artist_last_name,creation_year,century,source_url,image_url,collection_origins,artwork_type,school,original_id_in_collection,created_at,last_modified,omni_id,created_by_id,general_type,geocoded,color_pallete,dominant_color,palette_count
10,020f7ff1-77b7-4991-81d6-7ecd05920bc9,"memorial to the six million jewish martyrs project, new york, new york",o u i s   i .   k a h n l,o u i s   i .   k a h n,l,1968.0,20.0,http://www.moma.org/collection/works/704,https://www.moma.org//media/W1siZiIsIjgzNTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAyMDAweDIwMDBcdTAwM2UiXV0.jpg?sha=db31c26bf1a8132b,MOMA - New York,architecture,unknown,704,2017-11-15,2017-12-21,2000540,1,photograph,f,"[u'#e4ddcd', u'#e3ddce', u'#e2dbcb', u'#e1d9c8', u'#ddc789', u'#dac386', u'#b5a170', u'#e4dccc', u'#e8e2d4', u'#e5dece', u'#e4decf', u'#dfcc97']",#ddc789,"[5030, 4054, 5960, 5108, 11079, 6916, 4591, 5781, 2568, 6421, 7335, 693]"
11,11abf83e-9741-4a4f-b570-6e4aa95c3d10,landscape with ruins and hunting party,jan asselyn,jan,asselyn,1645.0,17.0,https://www.wga.hu/html/a/asselyn/landsca1.html,http://www.wga.hu/art/a/asselyn/landsca1.jpg,Web Gallery of Art '17,painting,Nederland,2569,2017-11-15,2018-06-19,2569,1,painting,t,"[u'#d9d1b1', u'#c1bfb0', u'#a5adb8', u'#96876f', u'#583b23', u'#473321', u'#281d15', u'#bab093', u'#67563f', u'#372619', u'#211610', u'#140c0a']",#67563f,"[3920, 3630, 4544, 6077, 5477, 5283, 5684, 5987, 7056, 5868, 5732, 6278]"
12,ee2daaaa-8871-4eeb-ad4f-897719f6af72,kimono,dashinvaine,dashinvaine,dashinvaine,2005.0,21.0,https://dashinvaine.deviantart.com/art/Kimono-19291492,https://img00.deviantart.net/c9f7/i/2005/161/4/d/kimono_by_dashinvaine.jpg,DeviantArt,painting,modern,19291492,2017-11-23,2017-12-21,4160437,1,painting,f,"[u'#fcfbfc', u'#f8f7f9', u'#f3f3f4', u'#f0eff0', u'#e3dbd7', u'#c88f9c', u'#f9c0cb', u'#f8e0e4', u'#f7f6f7', u'#f6f4f3', u'#f3f0f2', u'#533a43']",#f0eff0,"[5786, 4299, 5533, 10759, 1690, 7236, 6853, 3162, 4971, 3562, 4145, 7540]"
13,dd60bfed-7637-482f-9c92-6cdfdda8e0ac,"leisure studio, puolarmaari, espoo, finland",group the,group,the,1990.0,20.0,http://www.moma.org/collection/works/1051,https://www.moma.org//media/W1siZiIsIjIxNDAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=f42b3d7e09ea2994,MOMA - New York,architecture,unknown,1051,2017-11-15,2017-12-21,2000816,1,photograph,f,"[u'#ededed', u'#e6e7e8', u'#d0bb9c', u'#957553', u'#8e653d', u'#7a5d43', u'#443121', u'#eaeaea', u'#e3deda', u'#c2a478', u'#b19470', u'#a78258']",#e6e7e8,"[6142, 9289, 4374, 4028, 4282, 5446, 6330, 5060, 6303, 6064, 4216, 4002]"
14,cd8011d0-9753-4a0a-b865-a47b023c7cb3,the agony of christ in the garden,giuseppe bazzani,giuseppe,bazzani,1725.0,18.0,https://www.wga.hu/html/b/bazzani/agony_g.html,http://www.wga.hu/art/b/bazzani/agony_g.jpg,Web Gallery of Art '17,painting,Italia,3362,2017-11-15,2018-06-19,3362,1,painting,t,"[u'#927755', u'#170302', u'#160907', u'#070101', u'#000101', u'#473220', u'#301c13', u'#240e09', u'#000002', u'#0f0201', u'#010000', u'#000000']",#000000,"[3273, 4439, 6769, 5306, 694, 5418, 7842, 8300, 342, 6636, 2423, 14094]"
15,940c18ca-757b-44ec-8f6f-e7dee3457fd0,queen marie leczinska of france with dauphin louis,alexis-simon belle,alexis-simon,belle,1730.0,18.0,https://www.wga.hu/html/b/belle/alexis/leczinsk.html,http://www.wga.hu/art/b/belle/alexis/leczinsk.jpg,Web Gallery of Art '17,painting,"France métropolitaine, France",3528,2017-11-15,2018-06-19,3527,1,painting,t,"[u'#7c5728', u'#624f38', u'#332719', u'#271b13', u'#1a1d1f', u'#161515', u'#101111', u'#d6c0ae', u'#bca492', u'#927e6b', u'#433e34', u'#27241f']",#271b13,"[4362, 5020, 5108, 8920, 3864, 5580, 5881, 4074, 5414, 6771, 5905, 4637]"
16,3142c735-3c4e-4dca-b2bc-7f6401f356a5,dead christ supported by two angels (piet?),giovanni bellini,giovanni,bellini,1460.0,15.0,https://www.wga.hu/html/b/bellini/giovanni/1459/021pieta.html,http://www.wga.hu/art/b/bellini/giovanni/1459/021pieta.jpg,Web Gallery of Art '17,painting,Italia,3565,2017-11-15,2018-06-19,3564,1,painting,t,"[u'#ceb1a4', u'#ad938d', u'#755b50', u'#6d452e', u'#15090b', u'#e6ccc1', u'#9a7866', u'#8b6043', u'#574036', u'#502c22', u'#372621', u'#2d1815']",#ad938d,"[4817, 7379, 4258, 6688, 6745, 4188, 5585, 4341, 4958, 6157, 5007, 5413]"
17,6203482c-9904-4c1e-a60c-34fc45a38743,polyptych of san vincenzo ferreri,giovanni bellini,giovanni,bellini,1464.0,15.0,https://www.wga.hu/html/b/bellini/giovanni/1460-69/ferreri/057ferr1.html,http://www.wga.hu/art/b/bellini/giovanni/1460-69/ferreri/057ferr1.jpg,Web Gallery of Art '17,painting,Italia,3585,2017-11-15,2018-06-19,3584,1,painting,t,"[u'#eddd9b', u'#d3bb73', u'#c7a353', u'#ae9b59', u'#a37b32', u'#ac8a40', u'#8a7436', u'#846020', u'#6f5a23', u'#664411', u'#38300f', u'#0a0a02']",#0a0a02,"[3733, 4641, 4573, 3138, 4781, 5501, 5344, 6056, 5091, 7016, 7145, 8517]"
18,a5cddc7a-700b-448c-ac88-ffdc2c8eb5bf,portrait of reine bourdais,jean braud,jean,braud,1875.0,19.0,https://www.wga.hu/html/b/beraud/portrait.html,http://www.wga.hu/art/b/beraud/portrait.jpg,Web Gallery of Art '17,painting,"France métropolitaine, France",3905,2017-11-15,2018-06-19,3904,1,painting,t,"[u'#846f60', u'#69372b', u'#672d21', u'#46231b', u'#3e3735', u'#1e2323', u'#592c22', u'#59423b', u'#282c2c', u'#192223', u'#171e1f', u'#141818']",#1e2323,"[2455, 5667, 5174, 2537, 4212, 9215, 7306, 4532, 7934, 4556, 6533, 5415]"
19,6c069c94-5453-494b-9544-f009b1a276eb,agyness deyn ii,boninuit,boninuit,boninuit,2010.0,21.0,https://boninuit.deviantart.com/art/Agyness-Deyn-II-178958379,https://pre00.deviantart.net/ddde/th/pre/i/2010/254/9/b/agyness_deyn_ii_by_boninuit-d2yjp63.jpg,DeviantArt,painting,modern,178958379,2017-11-23,2017-12-21,4160608,1,painting,f,"[u'#898b8a', u'#82837f', u'#7f8783', u'#787d78', u'#686163', u'#3b313a', u'#7f7d71', u'#7f7e80', u'#7c7670', u'#7b827d', u'#777473', u'#707270']",#787d78,"[4338, 4320, 4253, 7781, 7038, 6220, 4567, 5684, 3411, 5279, 5164, 7481]"
20,ccca233b-3d1e-442f-8f92-55f0c2b945ba,dog,deshollinador,deshollinador,deshollinador,2009.0,21.0,https://deshollinador.deviantart.com/art/Dog-136126750,https://orig00.deviantart.net/8f94/f/2009/249/6/6/dog_by_deshollinador.jpg,DeviantArt,painting,modern,136126750,2017-11-15,2017-12-21,4000647,1,painting,f,"[u'#cd6324', u'#d17e2c', u'#6b2d1e', u'#5e7d57', u'#d1cc83', u'#caa84b', u'#ab4820', u'#9f6227', u'#884a22', u'#71aaa4', u'#585234', u'#55988c']",#6b2d1e,"[5980, 8149, 8290, 2940, 2404, 5201, 5023, 8210, 6660, 3880, 1956, 6843]"
21,f1430c1a-f040-423a-83a5-adc84de8e4a1,orion,giovanni battista bernero,giovanni battista,bernero,1770.0,18.0,https://www.wga.hu/html/b/bernero/orion.html,http://www.wga.hu/art/b/bernero/orion.jpg,Web Gallery of Art '17,sculpture,Italia,4021,2017-11-15,2018-06-19,4020,1,sculpture,t,"[u'#e9e9e9', u'#c3c3c3', u'#757575', u'#5f5f5f', u'#515151', u'#474747', u'#414141', u'#3b3b3b', u'#353535', u'#a2a2a2', u'#3e3e3e', u'#2a2a2a']",#353535,"[3771, 5154, 4082, 4473, 4522, 7774, 6220, 6296, 9495, 3028, 5214, 5507]"
22,43e8b164-1c47-4b38-878d-2fbd3a867780,casserole with handle,porcelain co. coors,porcelain co.,coors,1920.0,20.0,http://www.moma.org/collection/works/1977,https://www.moma.org//media/W1siZiIsIjEzNzAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAyMDAweDIwMDBcdTAwM2UiXV0.jpg?sha=7a86629baa5c22f3,MOMA - New York,design,unknown,1977,2017-11-15,2017-12-21,2001059,1,design,f,"[u'#a3a3a3', u'#bebdbd', u'#b5b5b5', u'#afadae', u'#a3a1a1', u'#9f9f9f', u'#848383', u'#ccc9cb', u'#bbb8b9', u'#a6a6a6', u'#a4a4a4', u'#9c9a99']",#9c9a99,"[4616, 5624, 5001, 4562, 6314, 6289, 4523, 3380, 4453, 5922, 5746, 9106]"
23,df81bb64-3070-4844-91f8-82688a515718,assumption of the virgin,balthasar beschey,balthasar,beschey,1725.0,18.0,https://www.wga.hu/html/b/beschey/assumpti.html,http://www.wga.hu/art/b/beschey/assumpti.jpg,Web Gallery of Art '17,painting,flemish,4221,2017-11-15,2017-12-21,4220,1,painting,f,"[u'#bfb9a7', u'#a5a194', u'#a48d78', u'#987358', u'#7a8b8d', u'#685f51', u'#573926', u'#220d0b', u'#8e583f', u'#803c2b', u'#612218', u'#312620']",#220d0b,"[3891, 4104, 4010, 4091, 6000, 4450, 6271, 9003, 4503, 6302, 5806, 7105]"
24,c3dbaa3f-8f23-45d0-84da-87d43ddab81f,the four evangelists (detail),bicci di lorenzo,bicci di,lorenzo,1447.0,15.0,https://www.wga.hu/html/b/bicci/lorenzo/arezzo1a.html,http://www.wga.hu/art/b/bicci/lorenzo/arezzo1a.jpg,Web Gallery of Art '17,painting,Italia,4298,2017-11-15,2018-06-19,4297,1,painting,t,"[u'#c09f81', u'#978f7c', u'#5b5b53', u'#533d2d', u'#1c2726', u'#f2eede', u'#d9d0bb', u'#cdbca4', u'#bab49f', u'#ad9e86', u'#8b6e57', u'#383831']",#8b6e57,"[3169, 7013, 7561, 4357, 6225, 4042, 4442, 4162, 4949, 5544, 7582, 6490]"
25,54d62c18-6cfb-48df-bfeb-a73a86c99e1a,the coronation of the virgin,bicci di neri,bicci di,neri,1475.0,15.0,https://www.wga.hu/html/b/bicci/neri/coronati.html,http://www.wga.hu/art/b/bicci/neri/coronati.jpg,Web Gallery of Art '17,painting,Italia,4313,2017-11-15,2018-06-19,4312,1,painting,t,"[u'#e3dba3', u'#d8b582', u'#cf6540', u'#b44734', u'#ec9858', u'#d57c4a', u'#a0967a', u'#7f6c53', u'#624236', u'#3f3c35', u'#312a27', u'#221e1d']",#624236,"[3810, 2229, 6014, 6482, 6304, 4602, 4303, 6139, 8564, 4861, 4791, 7437]"
26,422a1d61-5d0b-4152-9e2b-5e157bb4ca3c,rolling mill,karl blechen,karl,blechen,1834.0,19.0,https://www.wga.hu/html/b/blechen/09mill.html,http://www.wga.hu/art/b/blechen/09mill.jpg,Web Gallery of Art '17,painting,"Deutschland, Europe",4471,2017-11-15,2018-06-19,4470,1,painting,t,"[u'#dbd3b6', u'#a79f8e', u'#2a1d1c', u'#1c1315', u'#e5dcba', u'#cec8b3', u'#bebaab', u'#615248', u'#3a2a27', u'#140c0e', u'#0e080b', u'#080406']",#cec8b3,"[5306, 3698, 4865, 6589, 4156, 7108, 5101, 5949, 5656, 5650, 5141, 6317]"
27,2beb2a3a-9660-42dd-836b-0cdf5f7de62c,the paradise,herri met de bles,herri met de,bles,1540.0,16.0,https://www.wga.hu/html/b/bles/paradise.html,http://www.wga.hu/art/b/bles/paradise.jpg,Web Gallery of Art '17,painting,flemish,4490,2017-11-15,2017-12-21,4489,1,painting,f,"[u'#bca97f', u'#9b8b62', u'#2b2513', u'#1f1509', u'#776c46', u'#604e2b', u'#453e23', u'#3b2c15', u'#090603', u'#030001', u'#000003', u'#000000']",#000000,"[3998, 4978, 5137, 6533, 7180, 8329, 7414, 5183, 1278, 327, 372, 14807]"
28,76272570-9c4f-424d-86da-41e23af2ee6a,vase,h a r l e s   s .   t o d d c,h a r l e s   s .   t o d d,c,1922.0,20.0,http://www.moma.org/collection/works/2160,https://www.moma.org//media/W1siZiIsIjIyNzk3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=a083f2f88cae4848,MOMA - New York,design,unknown,2160,2017-11-15,2017-12-21,2001170,1,design,f,"[u'#bfbfbf', u'#a9a9a9', u'#7f7d82', u'#594f52', u'#554343', u'#474951', u'#40393d', u'#2b292b', u'#dadada', u'#b0b0b0', u'#454044', u'#323235']",#dadada,"[4703, 6126, 4029, 5407, 5698, 3412, 3509, 7088, 9278, 6972, 5068, 4246]"
29,6f2fcc52-cb53-4b31-930c-2507c94355e7,drovers with cattle and goats fording a stream,pieter van bloemen,pieter van,bloemen,1675.0,17.0,https://www.wga.hu/html/b/bloemen/pieter/drovers.html,http://www.wga.hu/art/b/bloemen/pieter/drovers.jpg,Web Gallery of Art '17,painting,flemish,4551,2017-11-15,2017-12-21,4550,1,painting,f,"[u'#99977d', u'#87816b', u'#6d654e', u'#141520', u'#878f83', u'#b6c8c6', u'#9eaeaa', u'#8b6c51', u'#694639', u'#4c4039', u'#402e2f', u'#25222b']",#141520,"[3801, 6984, 4643, 8287, 4187, 4302, 3747, 3455, 5502, 5504, 6917, 8207]"
30,f24f9ff4-08f1-4169-bf73-5b6ba2478362,at the entrance,louis lopold boilly,louis lopold,boilly,1796.0,18.0,https://www.wga.hu/html/b/boilly/0boilly1.html,http://www.wga.hu/art/b/boilly/0boilly1.jpg,Web Gallery of Art '17,painting,"France métropolitaine, France",4628,2017-11-15,2018-06-19,4627,1,painting,t,"[u'#7a5f46', u'#6a513d', u'#4f392a', u'#3d2d23', u'#251917', u'#131112', u'#100d0f', u'#9e8a70', u'#5d402d', u'#341e18', u'#1b1414', u'#0a0809']",#7a5f46,"[7360, 6596, 5026, 6152, 4636, 4959, 5964, 2486, 4854, 5057, 6497, 5949]"
31,30e19fbb-77f7-4669-8a59-9c9a03c450ca,forbidden book,eiger3975,eiger3975,eiger3975,2017.0,21.0,https://eiger3975.deviantart.com/art/Forbidden-Book-694227548,https://img00.deviantart.net/eef0/i/2017/203/9/5/forbidden_book_by_eiger3975-dbhbpek.jpg,DeviantArt,painting,modern,694227548,2017-11-23,2017-12-21,4160774,1,painting,f,"[u'#d6bf7b', u'#96b541', u'#4e5524', u'#3b411d', u'#1a2310', u'#040502', u'#fdf0d6', u'#e5dc99', u'#9c8845', u'#547a28', u'#213212', u'#121a0a']",#040502,"[5049, 5692, 5255, 4364, 6126, 7788, 4929, 2946, 5591, 7181, 4136, 6479]"
32,3ee4ee0c-66e5-4790-a024-bb6e4f036e39,the repose of the huntsmen,giuseppe bonito,giuseppe,bonito,1740.0,18.0,https://www.wga.hu/html/b/bonito/huntsmen.html,http://www.wga.hu/art/b/bonito/huntsmen.jpg,Web Gallery of Art '17,painting,Italia,4797,2017-11-15,2018-06-19,4796,1,painting,t,"[u'#bca784', u'#675333', u'#2b1916', u'#1b1517', u'#121115', u'#4a321f', u'#432417', u'#2f221c', u'#25201d', u'#211818', u'#151619', u'#0e0c12']",#2f221c,"[3316, 5501, 3415, 6077, 6326, 6219, 3314, 8136, 6581, 6498, 4920, 5233]"
33,9bd5e206-d33a-4fef-a526-f0c206f5c638,exterior view,francesco borromini,francesco,borromini,1638.0,17.0,https://www.wga.hu/html/b/borromin/sancarl2.html,http://www.wga.hu/art/b/borromin/sancarl2.jpg,Web Gallery of Art '17,architecture,Italia,4893,2017-11-15,2018-06-19,4892,1,photograph,t,"[u'#e7f7f9', u'#dbebf3', u'#c5c9c8', u'#979fa0', u'#838987', u'#757774', u'#3d3f3f', u'#272d30', u'#cbe4fa', u'#b0b0ac', u'#585e5e', u'#111619']",#cbe4fa,"[4365, 4186, 4074, 6011, 5649, 4782, 5062, 4671, 8120, 5244, 5987, 7385]"
34,da6ae5f5-7751-4371-b19d-035433a98b44,"the governors of the guild of st luke, haarlem",jan de bray,jan de,bray,1675.0,17.0,https://www.wga.hu/html/b/bray/jan/governor.html,http://www.wga.hu/art/b/bray/jan/governor.jpg,Web Gallery of Art '17,painting,Nederland,5746,2017-11-15,2018-06-19,5745,1,painting,t,"[u'#44392d', u'#211d1a', u'#1b1311', u'#121111', u'#0d0d0e', u'#030304', u'#c4a684', u'#815c43', u'#61402d', u'#452a1e', u'#31261e', u'#08080a']",#08080a,"[4434, 5772, 5368, 5941, 6683, 7512, 3490, 4223, 4718, 3324, 5819, 8252]"
35,0ce621e3-0dcb-4f56-8682-a04f2b8287ce,portrait of a man seated at a table in his study,jan de bray,jan de,bray,1675.0,17.0,https://www.wga.hu/html/b/bray/jan/port_man.html,http://www.wga.hu/art/b/bray/jan/port_man.jpg,Web Gallery of Art '17,painting,Nederland,5758,2017-11-15,2018-06-19,5757,1,painting,t,"[u'#603b18', u'#2f2311', u'#261d0f', u'#242114', u'#201b10', u'#9b6c41', u'#4c2c11', u'#3a240f', u'#1c1a13', u'#191a14', u'#171812', u'#151410']",#603b18,"[6807, 6400, 4680, 6013, 6773, 3466, 3925, 6016, 4556, 6218, 5009, 5673]"
36,6f09d3d2-5f50-49f6-b4a3-2df98fab24d1,lip wastepaper baskets,maier-aichen hans,maier-aichen,hans,1993.0,20.0,http://www.moma.org/collection/works/2730,https://www.moma.org//media/W1siZiIsIjMxNTYyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=1a5d23ce7ffe32fc,MOMA - New York,design,unknown,2730,2017-11-15,2017-12-21,2001572,1,design,f,"[u'#d3d3d3', u'#d27738', u'#c4bbbe', u'#b6b1b3', u'#b38571', u'#2a2f50', u'#cccccc', u'#cb602e', u'#c6c4c5', u'#b8b8b8', u'#8c5246', u'#242c4d']",#cb602e,"[4565, 2151, 7638, 7228, 362, 5474, 5777, 10402, 7112, 7207, 73, 7547]"
37,d160761f-64b9-4606-9b5a-51d950ae5715,children's games (detail),pieter the elder bruegel,pieter the elder,bruegel,1559.0,16.0,https://www.wga.hu/html/b/bruegel/pieter_e/02/12games.html,http://www.wga.hu/art/b/bruegel/pieter_e/02/12games.jpg,Web Gallery of Art '17,painting,netherlandish,6094,2017-11-15,2017-12-21,6093,1,painting,f,"[u'#dfb573', u'#b97b3b', u'#9a3526', u'#8f6130', u'#5a311e', u'#352114', u'#160d08', u'#ca984c', u'#c08841', u'#b16e36', u'#9a442a', u'#27160e']",#5a311e,"[3181, 5334, 3466, 7263, 8076, 5491, 7198, 5999, 6165, 5297, 3359, 4707]"
38,8bf97830-f581-4628-9471-8d8e24468fdf,the triumph of death,pieter the elder bruegel,pieter the elder,bruegel,1562.0,16.0,https://www.wga.hu/html/b/bruegel/pieter_e/05/01death.html,http://www.wga.hu/art/b/bruegel/pieter_e/05/01death.jpg,Web Gallery of Art '17,painting,netherlandish,6129,2017-11-15,2017-12-21,6128,1,painting,f,"[u'#a7693c', u'#a6835b', u'#924f2b', u'#7e6547', u'#592d1c', u'#3b251a', u'#2a1f19', u'#231511', u'#150908', u'#c9b28e', u'#774a2d', u'#5b442f']",#3b251a,"[4422, 4546, 4055, 4430, 6632, 8699, 4417, 6201, 6327, 3452, 5837, 6518]"
39,657d943c-0bdd-4142-9125-9fa32f8d5ecf,coastal landscape,jan the elder brueghel,jan the elder,brueghel,1610.0,17.0,https://www.wga.hu/html/b/bruegel/jan_e/1/coastal.html,http://www.wga.hu/art/b/bruegel/jan_e/1/coastal.jpg,Web Gallery of Art '17,painting,flemish,6296,2017-11-15,2017-12-21,6295,1,painting,f,"[u'#f4ebc8', u'#acb3a7', u'#92a19b', u'#8b7f4e', u'#845f1c', u'#5d5b39', u'#472f0d', u'#2f210c', u'#e4dec9', u'#d0d2c2', u'#b9c6c2', u'#603609']",#acb3a7,"[4820, 7229, 6570, 5476, 4431, 5880, 6255, 6618, 3374, 4100, 6012, 4771]"
